FullGeoName,Year,Travel status,County,Count,Legend,Notes
"AL, Baldwin",2018,All,01003,1 to 4,1 to 4,"AL, Baldwin County"
"AL, Jefferson",2018,All,01073,1 to 4,1 to 4,"AL, Jefferson County"
"AL, Mobile",2018,All,01097,1 to 4,1 to 4,"AL, Mobile County"
AK,2018,All,02999,1 to 4,1 to 4,"AK, Alaska"
"AZ, Cochise",2018,All,04003,1 to 4,1 to 4,"AZ, Cochise County"
"AZ, Gila",2018,All,04007,1 to 4,1 to 4,"AZ, Gila County"
"AZ, Pima",2018,All,04019,1 to 4,1 to 4,"AZ, Pima County"
"AR, Benton",2018,All,05007,1 to 4,1 to 4,"AR, Benton County"
"AR, Greene",2018,All,05055,1 to 4,1 to 4,"AR, Greene County"
"CA, Kern",2018,All,06029,1 to 4,1 to 4,"CA, Kern County"
"CA, Placer",2018,All,06061,1 to 4,1 to 4,"CA, Placer County"
"CA, Riverside",2018,All,06065,1 to 4,1 to 4,"CA, Riverside County"
"CA, Sacramento",2018,All,06067,1 to 4,1 to 4,"CA, Sacramento County"
"CA, San Benito",2018,All,06069,1 to 4,1 to 4,"CA, San Benito County"
"CA, San Francisco",2018,All,06075,1 to 4,1 to 4,"CA, San Francisco, City and County of"
"CA, San Luis Obispo",2018,All,06079,1 to 4,1 to 4,"CA, San Luis Obispo County"
"CA, Santa Cruz",2018,All,06087,1 to 4,1 to 4,"CA, Santa Cruz County"
"CA, Shasta",2018,All,06089,1 to 4,1 to 4,"CA, Shasta County"
"CA, Solano",2018,All,06095,1 to 4,1 to 4,"CA, Solano County"
"CA, Stanislaus",2018,All,06099,1 to 4,1 to 4,"CA, Stanislaus County"
"CA, Tulare",2018,All,06107,1 to 4,1 to 4,"CA, Tulare County"
"CA, Tuolumne",2018,All,06109,1 to 4,1 to 4,"CA, Tuolumne County"
"CA, Ventura",2018,All,06111,1 to 4,1 to 4,"CA, Ventura County"
"CA, Yolo",2018,All,06113,1 to 4,1 to 4,"CA, Yolo County"
"CA, Yuba",2018,All,06115,1 to 4,1 to 4,"CA, Yuba County"
"CO, Arapahoe",2018,All,08005,1 to 4,1 to 4,"CO, Arapahoe County"
"CO, Boulder",2018,All,08013,1 to 4,1 to 4,"CO, Boulder County"
"CO, Denver",2018,All,08031,1 to 4,1 to 4,"CO, Denver, City and County of"
"CO, Douglas",2018,All,08035,1 to 4,1 to 4,"CO, Douglas County"
"CO, El Paso",2018,All,08041,1 to 4,1 to 4,"CO, El Paso County"
"CO, Larimer",2018,All,08069,1 to 4,1 to 4,"CO, Larimer County"
"CT, Fairfield",2018,All,09001,1 to 4,1 to 4,"CT, Fairfield County"
"CT, Middlesex",2018,All,09007,1 to 4,1 to 4,"CT, Middlesex County"
"CT, New Haven",2018,All,09009,1 to 4,1 to 4,"CT, New Haven County"
"CT, New London",2018,All,09011,1 to 4,1 to 4,"CT, New London County"
"DC, Washington",2018,All,11001,1 to 4,1 to 4,"DC, District of Columbia"
"FL, Charlotte",2018,All,12015,1 to 4,1 to 4,"FL, Charlotte County"
"FL, Citrus",2018,All,12017,1 to 4,1 to 4,"FL, Citrus County"
"FL, Lake",2018,All,12069,1 to 4,1 to 4,"FL, Lake County"
"FL, Lee",2018,All,12071,1 to 4,1 to 4,"FL, Lee County"
"FL, Manatee",2018,All,12081,1 to 4,1 to 4,"FL, Manatee County"
"FL, Monroe",2018,All,12087,1 to 4,1 to 4,"FL, Monroe County"
"FL, Orange",2018,All,12095,1 to 4,1 to 4,"FL, Orange County"
"GA, Bryan",2018,All,13029,1 to 4,1 to 4,"GA, Bryan County"
"GA, Coweta",2018,All,13077,1 to 4,1 to 4,"GA, Coweta County"
"GA, De Kalb",2018,All,13089,1 to 4,1 to 4,"GA, DeKalb County"
"GA, Fulton",2018,All,13121,1 to 4,1 to 4,"GA, Fulton County"
"GA, Glynn",2018,All,13127,1 to 4,1 to 4,"GA, Glynn County"
"GA, Lowndes",2018,All,13185,1 to 4,1 to 4,"GA, Lowndes County"
"GA, Paulding",2018,All,13223,1 to 4,1 to 4,"GA, Paulding County"
"HI, Hawaii",2018,All,15001,1 to 4,1 to 4,"HI, Hawaii County"
"HI, Kauai",2018,All,15007,1 to 4,1 to 4,"HI, Kauai County"
"HI, Maui",2018,All,15009,1 to 4,1 to 4,"HI, Maui County"
"IL, Du Page",2018,All,17043,1 to 4,1 to 4,"IL, DuPage County"
"IL, Grundy",2018,All,17063,1 to 4,1 to 4,"IL, Grundy County"
"IL, Jackson",2018,All,17077,1 to 4,1 to 4,"IL, Jackson County"
"IL, Lake",2018,All,17097,1 to 4,1 to 4,"IL, Lake County"
"IN, Hamilton",2018,All,18057,1 to 4,1 to 4,"IN, Hamilton County"
"IN, Porter",2018,All,18127,1 to 4,1 to 4,"IN, Porter County"
"IA, Cerro Gordo",2018,All,19033,1 to 4,1 to 4,"IA, Cerro Gordo County"
"IA, Linn",2018,All,19113,1 to 4,1 to 4,"IA, Linn County"
"IA, Scott",2018,All,19163,1 to 4,1 to 4,"IA, Scott County"
"IA, Story",2018,All,19169,1 to 4,1 to 4,"IA, Story County"
"IA, Wright",2018,All,19197,1 to 4,1 to 4,"IA, Wright County"
"KS, Greenwood",2018,All,20073,1 to 4,1 to 4,"KS, Greenwood County"
"KS, Johnson",2018,All,20091,1 to 4,1 to 4,"KS, Johnson County"
"KY, Hopkins",2018,All,21107,1 to 4,1 to 4,"KY, Hopkins County"
"KY, Jefferson",2018,All,21111,1 to 4,1 to 4,"KY, Jefferson County"
"KY, Kenton",2018,All,21117,1 to 4,1 to 4,"KY, Kenton County"
"LA, Caddo Parish",2018,All,22017,1 to 4,1 to 4,"LA, Caddo Parish"
"LA, St Tammany Parish",2018,All,22103,1 to 4,1 to 4,"LA, St. Tammany Parish"
"ME, Androscoggin",2018,All,23001,1 to 4,1 to 4,"ME, Androscoggin County"
"ME, Cumberland",2018,All,23005,1 to 4,1 to 4,"ME, Cumberland County"
"ME, Waldo",2018,All,23027,1 to 4,1 to 4,"ME, Waldo County"
"MD, Baltimore",2018,All,24005,1 to 4,1 to 4,"MD, Baltimore County"
"MD, Howard",2018,All,24027,1 to 4,1 to 4,"MD, Howard County"
"MD, Montgomery",2018,All,24031,1 to 4,1 to 4,"MD, Montgomery County"
"MD, Prince Georges",2018,All,24033,1 to 4,1 to 4,"MD, Prince George's County"
"MA, Middlesex",2018,All,25017,1 to 4,1 to 4,"MA, Middlesex County"
"MA, Norfolk",2018,All,25021,1 to 4,1 to 4,"MA, Norfolk County"
"MI, Genesee",2018,All,26049,1 to 4,1 to 4,"MI, Genesee County"
"MI, Grand Traverse",2018,All,26055,1 to 4,1 to 4,"MI, Grand Traverse County"
"MI, Gratiot",2018,All,26057,1 to 4,1 to 4,"MI, Gratiot County"
"MI, Kent",2018,All,26081,1 to 4,1 to 4,"MI, Kent County"
"MI, Oakland",2018,All,26125,1 to 4,1 to 4,"MI, Oakland County"
"MI, St Clair",2018,All,26147,1 to 4,1 to 4,"MI, St. Clair County"
"MI, Washtenaw",2018,All,26161,1 to 4,1 to 4,"MI, Washtenaw County"
"MN, Anoka",2018,All,27003,1 to 4,1 to 4,"MN, Anoka County"
"MN, Dakota",2018,All,27037,1 to 4,1 to 4,"MN, Dakota County"
"MN, Ramsey",2018,All,27123,1 to 4,1 to 4,"MN, Ramsey County"
"MN, Rice",2018,All,27131,1 to 4,1 to 4,"MN, Rice County"
"MO, Platte",2018,All,29165,1 to 4,1 to 4,"MO, Platte County"
"MT, Gallatin",2018,All,30031,1 to 4,1 to 4,"MT, Gallatin County"
"NE, Douglas",2018,All,31055,1 to 4,1 to 4,"NE, Douglas County"
"NE, Platte",2018,All,31141,1 to 4,1 to 4,"NE, Platte County"
"NV, Clark",2018,All,32003,1 to 4,1 to 4,"NV, Clark County"
"NV, Washoe",2018,All,32031,1 to 4,1 to 4,"NV, Washoe County"
"NH, Hillsborough",2018,All,33011,1 to 4,1 to 4,"NH, Hillsborough County"
"NH, Merrimack",2018,All,33013,1 to 4,1 to 4,"NH, Merrimack County"
"NJ, Atlantic",2018,All,34001,1 to 4,1 to 4,"NJ, Atlantic County"
"NJ, Bergen",2018,All,34003,1 to 4,1 to 4,"NJ, Bergen County"
"NJ, Camden",2018,All,34007,1 to 4,1 to 4,"NJ, Camden County"
"NJ, Essex",2018,All,34013,1 to 4,1 to 4,"NJ, Essex County"
"NJ, Hudson",2018,All,34017,1 to 4,1 to 4,"NJ, Hudson County"
"NJ, Mercer",2018,All,34021,1 to 4,1 to 4,"NJ, Mercer County"
"NJ, Middlesex",2018,All,34023,1 to 4,1 to 4,"NJ, Middlesex County"
"NJ, Morris",2018,All,34027,1 to 4,1 to 4,"NJ, Morris County"
"NJ, Passaic",2018,All,34031,1 to 4,1 to 4,"NJ, Passaic County"
"NJ, Somerset",2018,All,34035,1 to 4,1 to 4,"NJ, Somerset County"
"NJ, Union",2018,All,34039,1 to 4,1 to 4,"NJ, Union County"
"NM, Bernalillo",2018,All,35001,1 to 4,1 to 4,"NM, Bernalillo County"
"NY, Bronx",2018,All,36005,1 to 4,1 to 4,"NY, Bronx County"
"NY, Kings",2018,All,36047,1 to 4,1 to 4,"NY, Kings County"
"NY, Monroe",2018,All,36055,1 to 4,1 to 4,"NY, Monroe County"
"NY, Nassau",2018,All,36059,1 to 4,1 to 4,"NY, Nassau County"
"NY, Onondaga",2018,All,36067,1 to 4,1 to 4,"NY, Onondaga County"
"NY, Ontario",2018,All,36069,1 to 4,1 to 4,"NY, Ontario County"
"NY, Orange",2018,All,36071,1 to 4,1 to 4,"NY, Orange County"
"NY, Richmond",2018,All,36085,1 to 4,1 to 4,"NY, Richmond County"
"NY, Rockland",2018,All,36087,1 to 4,1 to 4,"NY, Rockland County"
"NY, Westchester",2018,All,36119,1 to 4,1 to 4,"NY, Westchester County"
"NC, Chatham",2018,All,37037,1 to 4,1 to 4,"NC, Chatham County"
"NC, Durham",2018,All,37063,1 to 4,1 to 4,"NC, Durham County"
"NC, Forsyth",2018,All,37067,1 to 4,1 to 4,"NC, Forsyth County"
"NC, Lincoln",2018,All,37109,1 to 4,1 to 4,"NC, Lincoln County"
"NC, Mecklenburg",2018,All,37119,1 to 4,1 to 4,"NC, Mecklenburg County"
"NC, Orange",2018,All,37135,1 to 4,1 to 4,"NC, Orange County"
"NC, Randolph",2018,All,37151,1 to 4,1 to 4,"NC, Randolph County"
"NC, Wake",2018,All,37183,1 to 4,1 to 4,"NC, Wake County"
"OH, Franklin",2018,All,39049,1 to 4,1 to 4,"OH, Franklin County"
"OH, Richland",2018,All,39139,1 to 4,1 to 4,"OH, Richland County"
"OH, Summit",2018,All,39153,1 to 4,1 to 4,"OH, Summit County"
"OH, Trumbull",2018,All,39155,1 to 4,1 to 4,"OH, Trumbull County"
"OH, Union",2018,All,39159,1 to 4,1 to 4,"OH, Union County"
"OR, Deschutes",2018,All,41017,1 to 4,1 to 4,"OR, Deschutes County"
"OR, Jackson",2018,All,41029,1 to 4,1 to 4,"OR, Jackson County"
"OR, Marion",2018,All,41047,1 to 4,1 to 4,"OR, Marion County"
"OR, Multnomah",2018,All,41051,1 to 4,1 to 4,"OR, Multnomah County"
"OR, Polk",2018,All,41053,1 to 4,1 to 4,"OR, Polk County"
"OR, Yamhill",2018,All,41071,1 to 4,1 to 4,"OR, Yamhill County"
"PA, Allegheny",2018,All,42003,1 to 4,1 to 4,"PA, Allegheny County"
"PA, Beaver",2018,All,42007,1 to 4,1 to 4,"PA, Beaver County"
"PA, Clearfield",2018,All,42033,1 to 4,1 to 4,"PA, Clearfield County"
"PA, Crawford",2018,All,42039,1 to 4,1 to 4,"PA, Crawford County"
"PA, Cumberland",2018,All,42041,1 to 4,1 to 4,"PA, Cumberland County"
"PA, Lackawanna",2018,All,42069,1 to 4,1 to 4,"PA, Lackawanna County"
"PA, Lawrence",2018,All,42073,1 to 4,1 to 4,"PA, Lawrence County"
"PA, Lebanon",2018,All,42075,1 to 4,1 to 4,"PA, Lebanon County"
"PA, Lehigh",2018,All,42077,1 to 4,1 to 4,"PA, Lehigh County"
"PA, Northampton",2018,All,42095,1 to 4,1 to 4,"PA, Northampton County"
"PA, Northumberland",2018,All,42097,1 to 4,1 to 4,"PA, Northumberland County"
"PA, Philadelphia",2018,All,42101,1 to 4,1 to 4,"PA, Philadelphia County"
"PA, York",2018,All,42133,1 to 4,1 to 4,"PA, York County"
"RI, Providence",2018,All,44007,1 to 4,1 to 4,"RI, Providence County"
"SC, Beaufort",2018,All,45013,1 to 4,1 to 4,"SC, Beaufort County"
"SC, Berkeley",2018,All,45015,1 to 4,1 to 4,"SC, Berkeley County"
"SC, Greenville",2018,All,45045,1 to 4,1 to 4,"SC, Greenville County"
"SD, Brookings",2018,All,46011,1 to 4,1 to 4,"SD, Brookings County"
"TN, Davidson",2018,All,47037,1 to 4,1 to 4,"TN, Davidson County"
"TN, Hamilton",2018,All,47065,1 to 4,1 to 4,"TN, Hamilton County"
"TN, Henry",2018,All,47079,1 to 4,1 to 4,"TN, Henry County"
"TN, Knox",2018,All,47093,1 to 4,1 to 4,"TN, Knox County"
"TN, Robertson",2018,All,47147,1 to 4,1 to 4,"TN, Robertson County"
"TN, Rutherford",2018,All,47149,1 to 4,1 to 4,"TN, Rutherford County"
"TX, Bexar",2018,All,48029,1 to 4,1 to 4,"TX, Bexar County"
"TX, Cameron",2018,All,48061,1 to 4,1 to 4,"TX, Cameron County"
"TX, Collin",2018,All,48085,1 to 4,1 to 4,"TX, Collin County"
"TX, Dallas",2018,All,48113,1 to 4,1 to 4,"TX, Dallas County"
"TX, Fort Bend",2018,All,48157,1 to 4,1 to 4,"TX, Fort Bend County"
"TX, Maverick",2018,All,48323,1 to 4,1 to 4,"TX, Maverick County"
"TX, Starr",2018,All,48427,1 to 4,1 to 4,"TX, Starr County"
"TX, Travis",2018,All,48453,1 to 4,1 to 4,"TX, Travis County"
"TX, Williamson",2018,All,48491,1 to 4,1 to 4,"TX, Williamson County"
"UT, Davis",2018,All,49011,1 to 4,1 to 4,"UT, Davis County"
"UT, Salt Lake",2018,All,49035,1 to 4,1 to 4,"UT, Salt Lake County"
"UT, Utah",2018,All,49049,1 to 4,1 to 4,"UT, Utah County"
"VT, Chittenden",2018,All,50007,1 to 4,1 to 4,"VT, Chittenden County"
"VA, Albemarle",2018,All,51003,1 to 4,1 to 4,"VA, Albemarle County"
"VA, Arlington",2018,All,51013,1 to 4,1 to 4,"VA, Arlington County"
"VA, Fairfax",2018,All,51059,1 to 4,1 to 4,"VA, Fairfax County"
"VA, Loudoun",2018,All,51107,1 to 4,1 to 4,"VA, Loudoun County"
"VA, Stafford",2018,All,51179,1 to 4,1 to 4,"VA, Stafford County"
"WA, Pierce",2018,All,53053,1 to 4,1 to 4,"WA, Pierce County"
"WA, San Juan",2018,All,53055,1 to 4,1 to 4,"WA, San Juan County"
"WA, Snohomish",2018,All,53061,1 to 4,1 to 4,"WA, Snohomish County"
"WA, Thurston",2018,All,53067,1 to 4,1 to 4,"WA, Thurston County"
"WV, Randolph",2018,All,54083,1 to 4,1 to 4,"WV, Randolph County"
"WI, Columbia",2018,All,55021,1 to 4,1 to 4,"WI, Columbia County"
"WI, Dane",2018,All,55025,1 to 4,1 to 4,"WI, Dane County"
"WI, Green",2018,All,55045,1 to 4,1 to 4,"WI, Green County"
"WI, Milwaukee",2018,All,55079,1 to 4,1 to 4,"WI, Milwaukee County"
"WI, Monroe",2018,All,55081,1 to 4,1 to 4,"WI, Monroe County"
"WI, Sauk",2018,All,55111,1 to 4,1 to 4,"WI, Sauk County"
"GU, Guam",2018,All,66010,1 to 4,1 to 4,"GU, Guam"
"PR, Aguada",2018,All,72003,1 to 4,1 to 4,"PR, Aguada Municipality"
"PR, Caguas",2018,All,72025,1 to 4,1 to 4,"PR, Caguas Municipality"
"PR, Ponce",2018,All,72113,1 to 4,1 to 4,"PR, Ponce Municipality"
"AZ, Maricopa",2018,All,04013,7,5 to 49,"AZ, Maricopa County"
"CA, Alameda",2018,All,06001,7,5 to 49,"CA, Alameda County"
"CA, Contra Costa",2018,All,06013,6,5 to 49,"CA, Contra Costa County"
"CA, Los Angeles",2018,All,06037,28,5 to 49,"CA, Los Angeles County"
"CA, Orange",2018,All,06059,12,5 to 49,"CA, Orange County"
"CA, San Diego",2018,All,06073,9,5 to 49,"CA, San Diego County"
"CA, San Mateo",2018,All,06081,7,5 to 49,"CA, San Mateo County"
"CA, Santa Clara",2018,All,06085,15,5 to 49,"CA, Santa Clara County"
"FL, Broward",2018,All,12011,12,5 to 49,"FL, Broward County"
"FL, Duval",2018,All,12031,5,5 to 49,"FL, Duval County"
"FL, Hillsborough",2018,All,12057,6,5 to 49,"FL, Hillsborough County"
"FL, Miami-Dade",2018,All,12086,48,5 to 49,"FL, Miami-Dade County"
"FL, Palm Beach",2018,All,12099,5,5 to 49,"FL, Palm Beach County"
"HI, Honolulu",2018,All,15003,8,5 to 49,"HI, Honolulu, City and County of"
"IL, Cook",2018,All,17031,7,5 to 49,"IL, Cook County"
"MN, Hennepin",2018,All,27053,8,5 to 49,"MN, Hennepin County"
"NY, New York",2018,All,36061,8,5 to 49,"NY, New York County"
"NY, Queens",2018,All,36081,5,5 to 49,"NY, Queens County"
"TX, Harris",2018,All,48201,5,5 to 49,"TX, Harris County"
"WA, King",2018,All,53033,6,5 to 49,"WA, King County"
"AS, Eastern District",2018,All,60010,54,50 to 249,"AS, Eastern District"
"AS, Tutuila",2018,All,60050,96,50 to 249,"AS, Western District"
