FullGeoName,Year,Travel status,County,Count,Legend,Notes
"NY, Onondaga",2011,All,36067,1 to 4,1 to 4,"NY, Onondaga County"
"NY, Richmond",2011,All,36085,1 to 4,1 to 4,"NY, Richmond County"
"NY, Suffolk",2011,All,36103,1 to 4,1 to 4,"NY, Suffolk County"
"NY, Westchester",2011,All,36119,1 to 4,1 to 4,"NY, Westchester County"
"NC, Buncombe",2011,All,37021,1 to 4,1 to 4,"NC, Buncombe County"
"NC, Orange",2011,All,37135,1 to 4,1 to 4,"NC, Orange County"
"NC, Wake",2011,All,37183,1 to 4,1 to 4,"NC, Wake County"
"ND, Stark",2011,All,38089,1 to 4,1 to 4,"ND, Stark County"
"OH, Clermont",2011,All,39025,1 to 4,1 to 4,"OH, Clermont County"
"OH, Stark",2011,All,39151,1 to 4,1 to 4,"OH, Stark County"
"PA, Delaware",2011,All,42045,1 to 4,1 to 4,"PA, Delaware County"
"PA, Lackawanna",2011,All,42069,1 to 4,1 to 4,"PA, Lackawanna County"
"PA, Lancaster",2011,All,42071,1 to 4,1 to 4,"PA, Lancaster County"
"PA, Lehigh",2011,All,42077,1 to 4,1 to 4,"PA, Lehigh County"
"PA, Luzerne",2011,All,42079,1 to 4,1 to 4,"PA, Luzerne County"
"PA, Montgomery",2011,All,42091,1 to 4,1 to 4,"PA, Montgomery County"
"PA, Philadelphia",2011,All,42101,1 to 4,1 to 4,"PA, Philadelphia County"
"PA, York",2011,All,42133,1 to 4,1 to 4,"PA, York County"
"SC, Richland",2011,All,45079,1 to 4,1 to 4,"SC, Richland County"
"TN, Henderson",2011,All,47077,1 to 4,1 to 4,"TN, Henderson County"
"TN, Scott",2011,All,47151,1 to 4,1 to 4,"TN, Scott County"
"TN, Washington",2011,All,47179,1 to 4,1 to 4,"TN, Washington County"
"TX, Bexar",2011,All,48029,1 to 4,1 to 4,"TX, Bexar County"
"TX, Fort Bend",2011,All,48157,1 to 4,1 to 4,"TX, Fort Bend County"
"TX, Tarrant",2011,All,48439,1 to 4,1 to 4,"TX, Tarrant County"
"TX, Travis",2011,All,48453,1 to 4,1 to 4,"TX, Travis County"
"UT, Weber",2011,All,49057,1 to 4,1 to 4,"UT, Weber County"
"VT, Chittenden",2011,All,50007,1 to 4,1 to 4,"VT, Chittenden County"
"VT, Windham",2011,All,50025,1 to 4,1 to 4,"VT, Windham County"
"VA, Arlington",2011,All,51013,1 to 4,1 to 4,"VA, Arlington County"
"VA, Alexandria City",2011,All,51510,1 to 4,1 to 4,"VA, Alexandria, City of"
"WA, Snohomish",2011,All,53061,1 to 4,1 to 4,"WA, Snohomish County"
"WA, Thurston",2011,All,53067,1 to 4,1 to 4,"WA, Thurston County"
"WI, Dane",2011,All,55025,1 to 4,1 to 4,"WI, Dane County"
"WI, Outagamie",2011,All,55087,1 to 4,1 to 4,"WI, Outagamie County"
"WI, Racine",2011,All,55101,1 to 4,1 to 4,"WI, Racine County"
"PR, Anasco",2011,All,72011,1 to 4,1 to 4,"PR, Anasco Municipality"
"PR, Arroyo",2011,All,72015,1 to 4,1 to 4,"PR, Arroyo Municipality"
"PR, Barceloneta",2011,All,72017,1 to 4,1 to 4,"PR, Barceloneta Municipality"
"PR, Cabo Rojo",2011,All,72023,1 to 4,1 to 4,"PR, Cabo Rojo Municipality"
"PR, Ciales Municipality",2011,All,72039,1 to 4,1 to 4,"PR, Ciales Municipality"
"PR, Cidra",2011,All,72041,1 to 4,1 to 4,"PR, Cidra Municipality"
"PR, Comerio",2011,All,72045,1 to 4,1 to 4,"PR, Comerio Municipality"
"PR, Florida",2011,All,72054,1 to 4,1 to 4,"PR, Florida Municipality"
"PR, Hatillo",2011,All,72065,1 to 4,1 to 4,"PR, Hatillo Municipality"
"PR, Juana Diaz",2011,All,72075,1 to 4,1 to 4,"PR, Juana Diaz Municipality"
"PR, Lajas",2011,All,72079,1 to 4,1 to 4,"PR, Lajas Municipality"
"PR, Las Marias",2011,All,72083,1 to 4,1 to 4,"PR, Las Marias Municipality"
"PR, Maunabo",2011,All,72095,1 to 4,1 to 4,"PR, Maunabo Municipality"
"PR, Morovis",2011,All,72101,1 to 4,1 to 4,"PR, Morovis Municipality"
"PR, Orocovis",2011,All,72107,1 to 4,1 to 4,"PR, Orocovis Municipality"
"PR, Penuelas",2011,All,72111,1 to 4,1 to 4,"PR, Penuelas Municipality"
"PR, Salinas",2011,All,72123,1 to 4,1 to 4,"PR, Salinas Municipality"
"PR, Santa Isabel",2011,All,72133,1 to 4,1 to 4,"PR, Santa Isabel Municipality"
"PR, Vega Alta",2011,All,72143,1 to 4,1 to 4,"PR, Vega Alta Municipality"
"PR, Vieques",2011,All,72147,1 to 4,1 to 4,"PR, Vieques Municipality"
"FL, Miami-Dade",2011,All,12086,23,5 to 49,"FL, Miami-Dade County"
"FL, Orange",2011,All,12095,5,5 to 49,"FL, Orange County"
"FL, Palm Beach",2011,All,12099,10,5 to 49,"FL, Palm Beach County"
"HI, Honolulu",2011,All,15003,6,5 to 49,"HI, Honolulu, City and County of"
"IL, Cook",2011,All,17031,5,5 to 49,"IL, Cook County"
"NY, Kings",2011,All,36047,8,5 to 49,"NY, Kings County"
"NY, New York",2011,All,36061,14,5 to 49,"NY, New York County"
"NY, Queens",2011,All,36081,19,5 to 49,"NY, Queens County"
"VA, Fairfax",2011,All,51059,6,5 to 49,"VA, Fairfax County"
"WA, King",2011,All,53033,6,5 to 49,"WA, King County"
"PR, Adjuntas",2011,All,72001,5,5 to 49,"PR, Adjuntas Municipality"
"PR, Aguada",2011,All,72003,21,5 to 49,"PR, Aguada Municipality"
"PR, Aguadilla",2011,All,72005,8,5 to 49,"PR, Aguadilla Municipality"
"PR, Aguas Buenas",2011,All,72007,7,5 to 49,"PR, Aguas Buenas Municipality"
"PR, Arecibo",2011,All,72013,12,5 to 49,"PR, Arecibo Municipality"
"PR, Caguas",2011,All,72025,42,5 to 49,"PR, Caguas Municipality"
"PR, Camuy",2011,All,72027,24,5 to 49,"PR, Camuy Municipality"
"PR, Canovanas",2011,All,72029,24,5 to 49,"PR, Canovanas Municipality"
"PR, Catano",2011,All,72033,32,5 to 49,"PR, Catano Municipality"
"PR, Cayey",2011,All,72035,5,5 to 49,"PR, Cayey Municipality"
"PR, Corozal",2011,All,72047,5,5 to 49,"PR, Corozal Municipality"
"PR, Dorado",2011,All,72051,10,5 to 49,"PR, Dorado Municipality"
"PR, Fajardo",2011,All,72053,14,5 to 49,"PR, Fajardo Municipality"
"PR, Guanica",2011,All,72055,22,5 to 49,"PR, Guanica Municipality"
"PR, Guayama",2011,All,72057,7,5 to 49,"PR, Guayama Municipality"
"PR, Humacao Municipality",2011,All,72069,9,5 to 49,"PR, Humacao Municipality"
"PR, Isabela",2011,All,72071,28,5 to 49,"PR, Isabela Municipality"
"PR, Juncos",2011,All,72077,10,5 to 49,"PR, Juncos Municipality"
"PR, Lares",2011,All,72081,6,5 to 49,"PR, Lares Municipality"
"PR, Las Piedras",2011,All,72085,6,5 to 49,"PR, Las Piedras Municipality"
"PR, Loiza",2011,All,72087,14,5 to 49,"PR, Loiza Municipality"
"PR, Luquillo",2011,All,72089,5,5 to 49,"PR, Luquillo Municipality"
"PR, Manati",2011,All,72091,6,5 to 49,"PR, Manati Municipality"
"PR, Maricao",2011,All,72093,5,5 to 49,"PR, Maricao Municipality"
"PR, Mayaguez",2011,All,72097,7,5 to 49,"PR, Mayaguez Municipality"
"PR, Moca",2011,All,72099,35,5 to 49,"PR, Moca Municipality"
"PR, Naranjito",2011,All,72105,7,5 to 49,"PR, Naranjito Municipality"
"PR, Patillas",2011,All,72109,5,5 to 49,"PR, Patillas Municipality"
"PR, Ponce",2011,All,72113,11,5 to 49,"PR, Ponce Municipality"
"PR, Quebradillas",2011,All,72115,18,5 to 49,"PR, Quebradillas Municipality"
"PR, Rincon",2011,All,72117,6,5 to 49,"PR, Rincon Municipality"
"PR, Rio Grande",2011,All,72119,20,5 to 49,"PR, Rio Grande Municipality"
"PR, San Lorenzo",2011,All,72129,13,5 to 49,"PR, San Lorenzo Municipality"
"PR, San Sabastian",2011,All,72131,10,5 to 49,"PR, San Sebastian Municipality"
"PR, Toa Alta",2011,All,72135,28,5 to 49,"PR, Toa Alta Municipality"
"PR, Toa Baja",2011,All,72137,34,5 to 49,"PR, Toa Baja Municipality"
"PR, Trujillo Alto",2011,All,72139,43,5 to 49,"PR, Trujillo Alto Municipality"
"PR, Utuado",2011,All,72141,49,5 to 49,"PR, Utuado Municipality"
"PR, Vega Baja",2011,All,72145,10,5 to 49,"PR, Vega Baja Municipality"
"PR, Yabucoa",2011,All,72151,19,5 to 49,"PR, Yabucoa Municipality"
"PR, Yauco",2011,All,72153,9,5 to 49,"PR, Yauco Municipality"
"PR, Bayamon",2011,All,72021,86,50 to 249,"PR, Bayamon Municipality"
"PR, Carolina",2011,All,72031,124,50 to 249,"PR, Carolina Municipality"
"PR, Guaynabo",2011,All,72061,87,50 to 249,"PR, Guaynabo Municipality"
"PR, Gurabo",2011,All,72063,59,50 to 249,"PR, Gurabo Municipality"
"PR, San Juan",2011,All,72127,500,250+,"PR, San Juan Municipality"
