FullGeoName,Year,Travel status,County,Count,Legend,Notes
"AL, Jefferson",2022,All,01073,1 to 4,1 to 4,"AL, Jefferson County"
"AL, Madison",2022,All,01089,1 to 4,1 to 4,"AL, Madison County"
"AL, Mobile",2022,All,01097,1 to 4,1 to 4,"AL, Mobile County"
"AL, Montgomery",2022,All,01101,1 to 4,1 to 4,"AL, Montgomery County"
"AL, Morgan",2022,All,01103,1 to 4,1 to 4,"AL, Morgan County"
"AK, Anchorage Muny",2022,All,02020,1 to 4,1 to 4,"AK, Anchorage, Municipality of"
"AZ, Pima",2022,All,04019,1 to 4,1 to 4,"AZ, Pima County"
"AZ, Pinal",2022,All,04021,1 to 4,1 to 4,"AZ, Pinal County"
"AR, Pope",2022,All,05115,1 to 4,1 to 4,"AR, Pope County"
"CA, Contra Costa",2022,All,06013,1 to 4,1 to 4,"CA, Contra Costa County"
"CA, Fresno",2022,All,06019,1 to 4,1 to 4,"CA, Fresno County"
"CA, Kern",2022,All,06029,1 to 4,1 to 4,"CA, Kern County"
"CA, Monterey",2022,All,06053,1 to 4,1 to 4,"CA, Monterey County"
"CA, Napa",2022,All,06055,1 to 4,1 to 4,"CA, Napa County"
"CA, Placer",2022,All,06061,1 to 4,1 to 4,"CA, Placer County"
"CA, Riverside",2022,All,06065,1 to 4,1 to 4,"CA, Riverside County"
"CA, San Joaquin",2022,All,06077,1 to 4,1 to 4,"CA, San Joaquin County"
"CA, San Luis Obispo",2022,All,06079,1 to 4,1 to 4,"CA, San Luis Obispo County"
"CA, Santa Barbara",2022,All,06083,1 to 4,1 to 4,"CA, Santa Barbara County"
"CA, Shasta",2022,All,06089,1 to 4,1 to 4,"CA, Shasta County"
"CA, Solano",2022,All,06095,1 to 4,1 to 4,"CA, Solano County"
"CA, Ventura",2022,All,06111,1 to 4,1 to 4,"CA, Ventura County"
"CA, Yolo",2022,All,06113,1 to 4,1 to 4,"CA, Yolo County"
"CO, Arapahoe",2022,All,08005,1 to 4,1 to 4,"CO, Arapahoe County"
"CO, Denver",2022,All,08031,1 to 4,1 to 4,"CO, Denver, City and County of"
"CO, Douglas",2022,All,08035,1 to 4,1 to 4,"CO, Douglas County"
"CO, Eagle",2022,All,08037,1 to 4,1 to 4,"CO, Eagle County"
"CO, Garfield",2022,All,08045,1 to 4,1 to 4,"CO, Garfield County"
"CO, Jefferson",2022,All,08059,1 to 4,1 to 4,"CO, Jefferson County"
"CO, La Plata",2022,All,08067,1 to 4,1 to 4,"CO, La Plata County"
"CO, Larimer",2022,All,08069,1 to 4,1 to 4,"CO, Larimer County"
"CT, Fairfield",2022,All,09001,1 to 4,1 to 4,"CT, Fairfield County"
"CT, Hartford",2022,All,09003,1 to 4,1 to 4,"CT, Hartford County"
"FL, Alachua",2022,All,12001,1 to 4,1 to 4,"FL, Alachua County"
"FL, Brevard",2022,All,12009,1 to 4,1 to 4,"FL, Brevard County"
"FL, Charlotte",2022,All,12015,1 to 4,1 to 4,"FL, Charlotte County"
"FL, Escambia",2022,All,12033,1 to 4,1 to 4,"FL, Escambia County"
"FL, Flagler",2022,All,12035,1 to 4,1 to 4,"FL, Flagler County"
"FL, Hendry",2022,All,12051,1 to 4,1 to 4,"FL, Hendry County"
"FL, Hernando",2022,All,12053,1 to 4,1 to 4,"FL, Hernando County"
"FL, Indian River",2022,All,12061,1 to 4,1 to 4,"FL, Indian River County"
"FL, Lake",2022,All,12069,1 to 4,1 to 4,"FL, Lake County"
"FL, Leon",2022,All,12073,1 to 4,1 to 4,"FL, Leon County"
"FL, Manatee",2022,All,12081,1 to 4,1 to 4,"FL, Manatee County"
"FL, Martin",2022,All,12085,1 to 4,1 to 4,"FL, Martin County"
"FL, Monroe",2022,All,12087,1 to 4,1 to 4,"FL, Monroe County"
"FL, Pasco",2022,All,12101,1 to 4,1 to 4,"FL, Pasco County"
"FL, St Johns",2022,All,12109,1 to 4,1 to 4,"FL, St. Johns County"
"FL, Santa Rosa",2022,All,12113,1 to 4,1 to 4,"FL, Santa Rosa County"
"FL, Suwannee",2022,All,12121,1 to 4,1 to 4,"FL, Suwannee County"
"FL, Volusia",2022,All,12127,1 to 4,1 to 4,"FL, Volusia County"
"GA, De Kalb",2022,All,13089,1 to 4,1 to 4,"GA, DeKalb County"
"GA, Oconee",2022,All,13219,1 to 4,1 to 4,"GA, Oconee County"
"HI, Honolulu",2022,All,15003,1 to 4,1 to 4,"HI, Honolulu, City and County of"
"HI, Kauai",2022,All,15007,1 to 4,1 to 4,"HI, Kauai County"
"IL, Champaign",2022,All,17019,1 to 4,1 to 4,"IL, Champaign County"
"IL, Du Page",2022,All,17043,1 to 4,1 to 4,"IL, DuPage County"
"IL, Kane",2022,All,17089,1 to 4,1 to 4,"IL, Kane County"
"IL, Kendall",2022,All,17093,1 to 4,1 to 4,"IL, Kendall County"
"IL, Lake",2022,All,17097,1 to 4,1 to 4,"IL, Lake County"
"IL, Will",2022,All,17197,1 to 4,1 to 4,"IL, Will County"
"IN, Hendricks",2022,All,18063,1 to 4,1 to 4,"IN, Hendricks County"
"IN, Johnson",2022,All,18081,1 to 4,1 to 4,"IN, Johnson County"
"IN, Marion",2022,All,18097,1 to 4,1 to 4,"IN, Marion County"
"IN, Monroe",2022,All,18105,1 to 4,1 to 4,"IN, Monroe County"
"IN, Tippecanoe",2022,All,18157,1 to 4,1 to 4,"IN, Tippecanoe County"
"IN, White",2022,All,18181,1 to 4,1 to 4,"IN, White County"
"IA, Dallas",2022,All,19049,1 to 4,1 to 4,"IA, Dallas County"
"IA, Linn",2022,All,19113,1 to 4,1 to 4,"IA, Linn County"
"KS, Douglas",2022,All,20045,1 to 4,1 to 4,"KS, Douglas County"
"KY, Jefferson",2022,All,21111,1 to 4,1 to 4,"KY, Jefferson County"
"KY, Kenton",2022,All,21117,1 to 4,1 to 4,"KY, Kenton County"
"LA, Jefferson Parish",2022,All,22051,1 to 4,1 to 4,"LA, Jefferson Parish"
"LA, Orleans Parish",2022,All,22071,1 to 4,1 to 4,"LA, Orleans Parish"
"MD, Baltimore",2022,All,24005,1 to 4,1 to 4,"MD, Baltimore County"
"MD, Frederick",2022,All,24021,1 to 4,1 to 4,"MD, Frederick County"
"MD, Howard",2022,All,24027,1 to 4,1 to 4,"MD, Howard County"
"MD, Montgomery",2022,All,24031,1 to 4,1 to 4,"MD, Montgomery County"
"MD, Prince Georges",2022,All,24033,1 to 4,1 to 4,"MD, Prince George's County"
"MD, Baltimore City",2022,All,24510,1 to 4,1 to 4,"MD, Baltimore City"
"MA, Norfolk",2022,All,25021,1 to 4,1 to 4,"MA, Norfolk County"
"MA, Worcester",2022,All,25027,1 to 4,1 to 4,"MA, Worcester County"
"MI, Alpena",2022,All,26007,1 to 4,1 to 4,"MI, Alpena County"
"MI, Genesee",2022,All,26049,1 to 4,1 to 4,"MI, Genesee County"
"MI, Ingham",2022,All,26065,1 to 4,1 to 4,"MI, Ingham County"
"MI, Kent",2022,All,26081,1 to 4,1 to 4,"MI, Kent County"
"MI, Oakland",2022,All,26125,1 to 4,1 to 4,"MI, Oakland County"
"MI, Washtenaw",2022,All,26161,1 to 4,1 to 4,"MI, Washtenaw County"
"MN, Anoka",2022,All,27003,1 to 4,1 to 4,"MN, Anoka County"
"MN, Dakota",2022,All,27037,1 to 4,1 to 4,"MN, Dakota County"
"MN, Hennepin",2022,All,27053,1 to 4,1 to 4,"MN, Hennepin County"
"MN, Ramsey",2022,All,27123,1 to 4,1 to 4,"MN, Ramsey County"
"MO, Jackson",2022,All,29095,1 to 4,1 to 4,"MO, Jackson County"
"NE, Dodge",2022,All,31053,1 to 4,1 to 4,"NE, Dodge County"
"NE, Lancaster",2022,All,31109,1 to 4,1 to 4,"NE, Lancaster County"
"NE, Saline",2022,All,31151,1 to 4,1 to 4,"NE, Saline County"
"NE, Sarpy",2022,All,31153,1 to 4,1 to 4,"NE, Sarpy County"
"NV, Clark",2022,All,32003,1 to 4,1 to 4,"NV, Clark County"
"NH, Rockingham",2022,All,33015,1 to 4,1 to 4,"NH, Rockingham County"
"NJ, Bergen",2022,All,34003,1 to 4,1 to 4,"NJ, Bergen County"
"NJ, Camden",2022,All,34007,1 to 4,1 to 4,"NJ, Camden County"
"NJ, Cumberland",2022,All,34011,1 to 4,1 to 4,"NJ, Cumberland County"
"NJ, Essex",2022,All,34013,1 to 4,1 to 4,"NJ, Essex County"
"NJ, Mercer",2022,All,34021,1 to 4,1 to 4,"NJ, Mercer County"
"NJ, Monmouth",2022,All,34025,1 to 4,1 to 4,"NJ, Monmouth County"
"NJ, Somerset",2022,All,34035,1 to 4,1 to 4,"NJ, Somerset County"
"NM, Bernalillo",2022,All,35001,1 to 4,1 to 4,"NM, Bernalillo County"
"NM, Santa Fe",2022,All,35049,1 to 4,1 to 4,"NM, Santa Fe County"
"NY, Albany",2022,All,36001,1 to 4,1 to 4,"NY, Albany County"
"NY, Erie",2022,All,36029,1 to 4,1 to 4,"NY, Erie County"
"NY, Monroe",2022,All,36055,1 to 4,1 to 4,"NY, Monroe County"
"NY, Onondaga",2022,All,36067,1 to 4,1 to 4,"NY, Onondaga County"
"NY, Richmond",2022,All,36085,1 to 4,1 to 4,"NY, Richmond County"
"NY, Schenectady",2022,All,36093,1 to 4,1 to 4,"NY, Schenectady County"
"NY, Tompkins",2022,All,36109,1 to 4,1 to 4,"NY, Tompkins County"
"NY, Ulster",2022,All,36111,1 to 4,1 to 4,"NY, Ulster County"
"NY, Westchester",2022,All,36119,1 to 4,1 to 4,"NY, Westchester County"
"NC, Cumberland",2022,All,37051,1 to 4,1 to 4,"NC, Cumberland County"
"NC, Durham",2022,All,37063,1 to 4,1 to 4,"NC, Durham County"
"NC, Gaston",2022,All,37071,1 to 4,1 to 4,"NC, Gaston County"
"NC, Iredell",2022,All,37097,1 to 4,1 to 4,"NC, Iredell County"
"NC, Mecklenburg",2022,All,37119,1 to 4,1 to 4,"NC, Mecklenburg County"
"NC, New Hanover",2022,All,37129,1 to 4,1 to 4,"NC, New Hanover County"
"NC, Orange",2022,All,37135,1 to 4,1 to 4,"NC, Orange County"
"NC, Wayne",2022,All,37191,1 to 4,1 to 4,"NC, Wayne County"
"OH, Butler",2022,All,39017,1 to 4,1 to 4,"OH, Butler County"
"OH, Cuyahoga",2022,All,39035,1 to 4,1 to 4,"OH, Cuyahoga County"
"OH, Lucas",2022,All,39095,1 to 4,1 to 4,"OH, Lucas County"
"OH, Montgomery",2022,All,39113,1 to 4,1 to 4,"OH, Montgomery County"
"OR, Clackamas",2022,All,41005,1 to 4,1 to 4,"OR, Clackamas County"
"OR, Hood River",2022,All,41027,1 to 4,1 to 4,"OR, Hood River County"
"OR, Jackson",2022,All,41029,1 to 4,1 to 4,"OR, Jackson County"
"OR, Lane",2022,All,41039,1 to 4,1 to 4,"OR, Lane County"
"OR, Multnomah",2022,All,41051,1 to 4,1 to 4,"OR, Multnomah County"
"OR, Washington",2022,All,41067,1 to 4,1 to 4,"OR, Washington County"
"PA, Allegheny",2022,All,42003,1 to 4,1 to 4,"PA, Allegheny County"
"PA, Beaver",2022,All,42007,1 to 4,1 to 4,"PA, Beaver County"
"PA, Berks",2022,All,42011,1 to 4,1 to 4,"PA, Berks County"
"PA, Bucks",2022,All,42017,1 to 4,1 to 4,"PA, Bucks County"
"PA, Cumberland",2022,All,42041,1 to 4,1 to 4,"PA, Cumberland County"
"PA, Dauphin",2022,All,42043,1 to 4,1 to 4,"PA, Dauphin County"
"PA, Delaware",2022,All,42045,1 to 4,1 to 4,"PA, Delaware County"
"PA, Lackawanna",2022,All,42069,1 to 4,1 to 4,"PA, Lackawanna County"
"PA, Lancaster",2022,All,42071,1 to 4,1 to 4,"PA, Lancaster County"
"PA, Monroe",2022,All,42089,1 to 4,1 to 4,"PA, Monroe County"
"PA, Montgomery",2022,All,42091,1 to 4,1 to 4,"PA, Montgomery County"
"PA, Northampton",2022,All,42095,1 to 4,1 to 4,"PA, Northampton County"
"PA, Philadelphia",2022,All,42101,1 to 4,1 to 4,"PA, Philadelphia County"
"RI, Kent",2022,All,44003,1 to 4,1 to 4,"RI, Kent County"
"RI, Providence",2022,All,44007,1 to 4,1 to 4,"RI, Providence County"
"SC, Berkeley",2022,All,45015,1 to 4,1 to 4,"SC, Berkeley County"
"TN, Davidson",2022,All,47037,1 to 4,1 to 4,"TN, Davidson County"
"TN, Hamilton",2022,All,47065,1 to 4,1 to 4,"TN, Hamilton County"
"TN, Rutherford",2022,All,47149,1 to 4,1 to 4,"TN, Rutherford County"
"TX, Bexar",2022,All,48029,1 to 4,1 to 4,"TX, Bexar County"
"TX, Brazoria",2022,All,48039,1 to 4,1 to 4,"TX, Brazoria County"
"TX, Cameron",2022,All,48061,1 to 4,1 to 4,"TX, Cameron County"
"TX, Collin",2022,All,48085,1 to 4,1 to 4,"TX, Collin County"
"TX, Denton",2022,All,48121,1 to 4,1 to 4,"TX, Denton County"
"TX, Ector",2022,All,48135,1 to 4,1 to 4,"TX, Ector County"
"TX, Fort Bend",2022,All,48157,1 to 4,1 to 4,"TX, Fort Bend County"
"TX, Hamilton",2022,All,48193,1 to 4,1 to 4,"TX, Hamilton County"
"TX, Hays",2022,All,48209,1 to 4,1 to 4,"TX, Hays County"
"TX, Liberty",2022,All,48291,1 to 4,1 to 4,"TX, Liberty County"
"TX, Maverick",2022,All,48323,1 to 4,1 to 4,"TX, Maverick County"
"TX, Montgomery",2022,All,48339,1 to 4,1 to 4,"TX, Montgomery County"
"TX, Tarrant",2022,All,48439,1 to 4,1 to 4,"TX, Tarrant County"
"TX, Williamson",2022,All,48491,1 to 4,1 to 4,"TX, Williamson County"
"TX, Wise",2022,All,48497,1 to 4,1 to 4,"TX, Wise County"
"UT, Davis",2022,All,49011,1 to 4,1 to 4,"UT, Davis County"
"UT, Salt Lake",2022,All,49035,1 to 4,1 to 4,"UT, Salt Lake County"
"VT, Chittenden",2022,All,50007,1 to 4,1 to 4,"VT, Chittenden County"
"VA, Arlington",2022,All,51013,1 to 4,1 to 4,"VA, Arlington County"
"VA, Loudoun",2022,All,51107,1 to 4,1 to 4,"VA, Loudoun County"
"VA, Stafford",2022,All,51179,1 to 4,1 to 4,"VA, Stafford County"
"VA, Alexandria City",2022,All,51510,1 to 4,1 to 4,"VA, Alexandria, City of"
"VA, Harrisonburg City",2022,All,51660,1 to 4,1 to 4,"VA, Harrisonburg, City of"
"VA, Lynchburg City",2022,All,51680,1 to 4,1 to 4,"VA, Lynchburg, City of"
"WA, Clallam",2022,All,53009,1 to 4,1 to 4,"WA, Clallam County"
"WA, Clark",2022,All,53011,1 to 4,1 to 4,"WA, Clark County"
"WA, Kitsap",2022,All,53035,1 to 4,1 to 4,"WA, Kitsap County"
"WA, Pierce",2022,All,53053,1 to 4,1 to 4,"WA, Pierce County"
"WA, Snohomish",2022,All,53061,1 to 4,1 to 4,"WA, Snohomish County"
"WI, La Crosse",2022,All,55063,1 to 4,1 to 4,"WI, La Crosse County"
"WI, Polk",2022,All,55095,1 to 4,1 to 4,"WI, Polk County"
"WI, Waukesha",2022,All,55133,1 to 4,1 to 4,"WI, Waukesha County"
"AS, Eastern District",2022,All,60010,1 to 4,1 to 4,"AS, Eastern District"
"GU, Guam",2022,All,66010,1 to 4,1 to 4,"GU, Guam"
"PR, Adjuntas",2022,All,72001,1 to 4,1 to 4,"PR, Adjuntas Municipality"
"PR, Aguada",2022,All,72003,1 to 4,1 to 4,"PR, Aguada Municipality"
"PR, Aibonito",2022,All,72009,1 to 4,1 to 4,"PR, Aibonito Municipality"
